,doing business as name,address,city_x,state_x,zip_code,license description,business activity id,business activity,application type,date issued,expiration,latitude_x,latitude_y,license_id,active_id,name,review_count,rating,price
490,HENDRIKX BELGIAN BREAD CRAFTER,100 e walton st 1,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/11/2017,2019-03-15,41.900096625,41.900337,5033,7404,Gaylord Fine Indian Cuisine,412,3.5,$$
491,THE 3RD COAST,1260 n dearborn st 1st,CHICAGO,IL,60610,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,01/17/2018,2020-02-15,41.905651143,41.90565,9686,3525,3rd Coast Cafe,559,4.0,$$
492,RAINFOREST CAFE,605 n clark st,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,01/10/2018,2020-02-15,41.892572756999996,41.8926799714009,9553,3543,Rainforest Cafe,367,2.5,$$
493,HAVANA GRILL,412 n clark st,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,01/12/2018,2020-02-15,41.889687277,41.88967,9611,3549,Havana,722,4.0,$$
494,CLUB GENE & GEORGETTI,500 n franklin st  1,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,01/12/2018,2020-02-15,41.890803006,41.89091,9629,3552,Gene & Georgetti,778,3.5,$$$
495,KINZIE ST. CHOP HOUSE,400 n wells st,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,01/17/2018,2020-02-15,41.889198021999995,41.8893789,9671,3569,Kinzie Chophouse,704,4.0,$$$
496,SUNDA,110 w illinois st 1-2,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,01/08/2018,2020-02-15,41.890924221,41.890946899999996,9511,3573,Sunda,2629,4.0,$$$
497,FADO IRISH PUB,100 w grand ave  1st &,CHICAGO,IL,60610,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,01/22/2018,2020-02-15,41.89173502,41.8918,9805,3583,Fado Irish Pub,614,4.0,$$
498,BLUE DOOR KITCHEN + GARDEN,52 w elm st 1 & 2,CHICAGO,IL,60610,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,01/22/2018,2020-02-15,41.903256045,41.9032749,9781,3585,Blue Door Kitchen & Garden,357,3.5,$$
499,PENUMBRA RESTAURANT AND WINE BAR,3309 w fullerton ave 1st,CHICAGO,IL,60647,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,01/10/2018,2020-02-15,41.924565240999996,41.92445,9542,3593,Penumbra,386,5.0,$$
500,CHICAGO Q,1160 n dearborn st 1 & 2 (mezz),CHICAGO,IL,60610,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/09/2018,2020-02-15,41.903674781999996,41.903617442969,11676,3594,Chicago q,1753,4.0,$$
501,PROSECCO,710 n wells st 1 & bsmt,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/07/2018,2020-02-15,41.89519143,41.8952140808105,10239,3607,Prosecco,619,4.0,$$$
502,AU CHEVAL,800 w randolph st 1,CHICAGO,IL,60607,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/07/2018,2020-02-15,41.884515458,41.88466,10230,3612,Au Cheval,6038,4.5,$$
503,LOU MALNATI'S PIZZERIA,439 n wells st,CHICAGO,IL,60654,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,01/29/2018,2020-02-15,41.890314055,41.890357,18239,3616,Lou Malnati's Pizzeria,5287,4.0,$$
504,HARRY CARAY'S RESTAURANT,33 w kinzie st,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,01/29/2018,2020-02-15,41.889125488000005,41.8890226258691,9976,3621,Harry Caray's Italian Steakhouse - River North,698,4.0,$$$
505,MOTHER HUBBARDS,5 w hubbard st 1,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,01/26/2018,2020-02-15,41.889951602,41.88984,9962,3631,Mother Hubbard's,375,3.0,$$
506,AL'S BEEF RESTAURANT,169 w ontario st,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/17/2018,2020-02-15,41.893080981,41.89302,11940,3638,Al's Beef,610,3.5,$
507,RPM ITALIAN,52 w illinois st,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/02/2018,2020-02-15,41.89093553,41.890960854055706,10091,3649,RPM Italian,2811,4.0,$$$
508,BIG & LITTLE'S RESTAURANT,1034 w belmont ave 1st,CHICAGO,IL,60657,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,01/04/2018,2020-02-15,41.939999618,41.9400472330334,9442,3658,BIG & little's Restaurant,884,4.0,$
509,AZTECA GRILL,3731 n clark st 1st,CHICAGO,IL,60613,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/01/2018,2020-02-15,41.949804283,41.949852,10053,3661,Azteca Grill,415,4.0,$
510,LA SCAROLA,721 w grand ave 1st,CHICAGO,IL,60610,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/01/2018,2020-02-15,41.891083211,41.891073115681294,10052,3662,La Scarola,1076,4.0,$$
511,PIZANO'S PIZZA & PASTA,864 n state st  1,CHICAGO,IL,60610,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,01/05/2018,2020-02-15,41.898577705,41.89863,9464,3669,Pizano's Pizza,752,3.5,$$
512,INDIA HOUSE,59 w grand ave 1st,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/14/2018,2020-02-15,41.891527574,41.891485100000004,10487,3695,India House Restaurant,1284,3.5,$$
513,QUARTINO,626 n state st 1-2,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/13/2018,2020-02-15,41.893235481,41.8934479679332,10462,3711,Quartino Ristorante,4334,4.0,$$
514,CELESTE & DISCO,"111 w hubbard st 1st, 2nd, 3rd",CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/14/2018,2020-02-15,,41.889783,10495,3714,Celeste,384,3.5,$$
515,ORSO'S RESTAURANT,1401 n wells st bsmt and 1,CHICAGO,IL,60610,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,01/08/2018,2020-02-15,41.907742845,41.907759999999996,9507,3715,Orso's,406,3.5,$$
516,IMPERIAL LAMIAN,6 w hubbard st 1,CHICAGO,IL,60654,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,02/16/2018,2020-02-15,41.890170918,41.8901808541776,10525,3720,Imperial Lamian,1028,4.0,$$
517,"DEVIL DAWGS ON STATE STREET, LLC",767 s state st 1st,CHICAGO,IL,60605,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,02/15/2018,2020-02-15,41.871950356999996,41.87207,10500,3735,Devil Dawgs -  South State,548,4.0,$
518,BLUE DOOR FARM STAND,2010 n halsted st 1st & 2nd,CHICAGO,IL,60614,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,02/13/2018,2020-02-15,41.918549065,41.9185554983396,10434,3739,Blue Door Farm Stand,372,4.0,$$
519,WEBER GRILL RESTAURANT,539 n state st,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,01/26/2018,2020-02-15,41.892001133,41.891884499999996,9957,3744,Weber Grill Restaurant,1414,3.5,$$
520,ADA STREET,1664 n ada st 1,CHICAGO,IL,60642,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/22/2018,2020-02-15,41.912568080999996,41.9124416,11387,3754,Ada Street,489,4.0,$$$
521,RUTH'S CHRIS STEAK HOUSE,431 n dearborn st 1st & 2nd,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,01/25/2018,2020-02-15,41.890082174,41.8901981146158,9952,3758,Ruth's Chris Steak House,710,4.0,$$$
522,COCO PAZZO,300 w hubbard st,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/09/2018,2020-02-15,41.890072617,41.890148203883,10361,3762,Coco Pazzo,390,4.0,$$$
523,CLARK EL RANCHITO CORP.,4651 n clark st 1st,CHICAGO,IL,60640,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,01/16/2018,2020-01-15,41.966780356,41.9667814,9367,3771,El Ranchito,341,2.0,$
524,BLAZE IL STORE 1 LLC,953 w belmont ave,CHICAGO,IL,60657,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,12/20/2017,2020-01-15,41.939808284,41.939851094460394,9283,3899,Blaze Fast-Fire'd Pizza,371,4.0,$
525,NAANSENSE,171 n wells st 1st,CHICAGO,IL,60606,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,01/24/2018,2020-01-15,41.885136528000004,41.8852573615387,9902,3955,Naansense,429,4.0,$
526,NATIVE FOODS CAFE,218 s clark st,CHICAGO,IL,60604,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,01/31/2018,2020-01-15,41.878814821999995,41.87887,10029,3971,Native Foods Cafe,739,4.0,$$
527,KITSCH'N ON ROSCOE,2005 w roscoe st 1,CHICAGO,IL,60618,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,12/04/2017,2019-12-15,41.943104564,41.94293,8972,4037,Kitschn on Roscoe,550,3.5,$$
528,SLURPING TURTLE RESTAURANT,116 w hubbard st 1 & mezzanine,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,12/01/2017,2019-12-15,41.890121375999996,41.89009,8935,4046,Slurping Turtle,1373,3.5,$$
529,NICO,1015 n rush st,CHICAGO,IL,60611,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,11/24/2017,2019-12-15,41.901198041,41.9013688470215,8776,4065,Nico Osteria,709,4.0,$$$
530,PLEASANT HOUSE PUB,2119 s halsted st bsmt & 1st floor,CHICAGO,IL,60608,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,12/07/2017,2019-12-15,41.853544076,41.85357,9036,4069,Pleasant House Pub,714,4.5,$$
531,EATALY,43 e ohio st 1 & 2,CHICAGO,IL,60611,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,12/07/2017,2019-12-15,41.892394751,41.892335432963,9037,4071,Eataly,3272,4.0,$$
532,BRIDGEPORT COFFEE HOUSE INC,3101 s morgan st,CHICAGO,IL,60608,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,12/06/2017,2019-12-15,41.837942966,41.837860107421896,9008,4106,Bridgeport Coffee,389,4.0,$
533,POTSTICKER HOUSE INC.,3139 s halsted st,CHICAGO,IL,60608,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,11/16/2017,2019-12-15,41.836926774,41.836894,8649,4121,Potsticker House,426,3.5,$$
534,PHO'S THAI CUISINE,3332 n lincoln ave 1st,CHICAGO,IL,60657,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,11/29/2017,2019-12-15,41.942505921999995,41.942444,8856,4125,Pho's Spicier Thai Cuisine,540,4.0,$
535,Falafel & Grill,1317 n milwaukee ave 1st,CHICAGO,IL,60622,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,12/15/2017,2019-12-15,41.905705628,41.905891418456996,12233,4152,Falafel & Grill,415,4.5,$
536,JAM,2853 n kedzie ave 1,CHICAGO,IL,60618,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,12/19/2017,2019-12-15,41.933614094,41.933595000000004,12264,4160,JAM,715,3.5,$$
537,Canton Regio,1510 w 18th st mezz + 1st,CHICAGO,IL,60608,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,06/25/2018,2019-12-15,41.857937938,41.858017,13296,4169,Canton Regio,433,4.0,$$
538,HONKY TONK BARBEQUE,1800 s racine ave,CHICAGO,IL,60608,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,11/20/2017,2019-12-15,41.857882393000004,41.85779,8717,4173,Honky Tonk BBQ,845,3.5,$$
539,BUFFALO WINGS AND RINGS,3434 s halsted st 1,CHICAGO,IL,60608,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,11/06/2017,2019-12-15,41.831724396,41.831629,7657,4189,Buffalo Wings & Rings,350,3.0,$$
540,CARNITAS URUAPAN,1725 w 18th st 1st,CHICAGO,IL,60608,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,11/15/2017,2019-12-15,41.857632348,41.857612801225,8595,4204,Carnitas Uruapan,339,4.5,$
541,SUSHI TOKORO,4750 n western ave,CHICAGO,IL,60625,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,ISSUE,12/29/2017,2019-12-15,41.968240201,41.968359899999996,9382,4237,Sushi Tokoro,370,4.0,$$
542,ACADIA RESTAURANT,1639 s wabash ave 1,CHICAGO,IL,60616,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,12/15/2017,2019-12-15,41.859125837,41.859047,9218,4241,Acadia,442,4.0,$$$$
543,CUERNAVACA RESTAURANT INC,1160 w 18th st,CHICAGO,IL,60608,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/13/2018,2019-12-15,41.858073835999996,41.8579816,10454,4274,La Vaca Margarita Bar,508,3.0,$$
544,Zaytune Mediterranean Grill,3129 s morgan st 1st 1a,CHICAGO,IL,60608,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,01/09/2018,2019-12-15,41.837132948000004,41.837066650390604,9534,4297,Zaytune Mediterranean Grill,409,4.0,$
545,WILDBERRY PANCAKES & CAFE,196 e pearson st 1,CHICAGO,IL,60611,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,ISSUE,12/13/2017,2019-12-15,41.897721501,41.8976571762046,9165,4307,Wildberry Pancakes and Cafe,462,4.5,$$
546,BIEN ME SABE VENEZUELAN CAFE & RESTAURANT,1637 w montrose ave,CHICAGO,IL,60613,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,10/30/2017,2019-12-15,41.961461420999996,41.9614551,7381,4308,Bienmesabe,343,4.0,$$
547,NANDO'S PERI-PERI,22 s wabash ave 1st,CHICAGO,IL,60603,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,12/13/2017,2019-12-15,41.881528373,41.881381,9176,4322,Good Stuff Eatery,346,3.5,$$
548,NANDO'S PERI-PERI,22 s wabash ave 1st,CHICAGO,IL,60603,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,12/13/2017,2019-12-15,41.881528373,41.881220899999995,9176,4322,Nando's PERi-PERi,342,4.0,$$
549,GOOD STUFF EATERY,22 s wabash ave 1,CHICAGO,IL,60603,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,ISSUE,11/03/2017,2019-11-15,41.881528373,41.881381,7627,4369,Good Stuff Eatery,346,3.5,$$
550,GOOD STUFF EATERY,22 s wabash ave 1,CHICAGO,IL,60603,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,ISSUE,11/03/2017,2019-11-15,41.881528373,41.881220899999995,7627,4369,Nando's PERi-PERi,342,4.0,$$
551,AY  AY PICANTE,4569 n elston ave,CHICAGO,IL,60630,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,12/08/2017,2019-12-15,41.964007754,41.964112,9114,4333,Ay Ay Picante,544,4.0,$$
552,OWEN & ENGINE,2700 n western ave,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,11/06/2017,2019-11-15,41.930439805,41.93047,7866,4376,Owen & Engine,1044,4.0,$$
553,Andy's Thai Kitchen,946 w wellington ave 1,CHICAGO,IL,60657,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,11/06/2017,2019-11-15,41.936391366,41.9363994270676,7835,4380,Andy's Thai Kitchen,379,3.5,$$
554,LE BOUCHON,1958 n damen ave,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,10/02/2017,2019-11-15,41.917647563,41.917559999999995,6830,4402,Le Bouchon,504,4.0,$$$
555,HANDLEBAR CHICAGO,2311 w north ave 1st,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,10/02/2017,2019-11-15,41.910240306999995,41.910089899999996,6834,4404,Handlebar,1311,4.0,$$
556,BAND OF BOHEMIA,4710 n ravenswood ave,CHICAGO,IL,60640,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,11/06/2017,2019-11-15,41.967357849,41.9676094055176,8095,4457,Band of Bohemia,465,4.0,$$$
557,FLORIOLE BAKERY LLC,1220 w webster ave,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,10/04/2017,2019-11-15,41.921763099,41.921956,6892,4458,Floriole Cafe & Bakery,451,4.0,$$
558,COAST SUSHI CORPORATION,2045 n damen ave 1st,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,11/03/2017,2019-11-15,41.919183499,41.9189215,7605,4461,Coast Sushi Bar,1112,4.0,$$
559,IRAZU INC,1865 n milwaukee ave,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,10/19/2017,2019-11-15,41.915384726999996,41.9154815714051,7231,4467,Irazú Costa Rican Restaurant,1983,4.0,$$
560,THAI LAGOON RESTAURANT,2322 w north ave,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,10/31/2017,2019-11-15,41.910450865,41.9106,7414,4477,Thai Lagoon,377,3.5,$
561,HAPPY CAMPER,1209 n wells st 1,CHICAGO,IL,60610,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,09/26/2017,2019-11-15,41.904158587,41.9042336,6727,4486,Happy Camper,467,4.0,$$
562,HotChocolate,1747 n damen ave,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,10/18/2017,2019-11-15,41.913678370999996,41.91367,7200,4487,Mindy's Hot Chocolate,2305,4.0,$$
563,GREEN STREET SMOKED MEATS/HIGH FIVE RAMEN/SAWADA COFFEE,"112 n green st 1st, bsmt",CHICAGO,IL,60607,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,10/19/2017,2019-11-15,,41.883623,7219,4493,Green Street Smoked Meats,1393,4.5,$$
564,GREEN STREET SMOKED MEATS/HIGH FIVE RAMEN/SAWADA COFFEE,"112 n green st 1st, bsmt",CHICAGO,IL,60607,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,10/19/2017,2019-11-15,,41.883651,7219,4493,High Five Ramen,726,4.0,$$
565,THE BRISTOL,2152 n damen ave,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,10/30/2017,2019-11-15,41.921055421999995,41.92105,7401,4504,The Bristol,1100,4.0,$$$
566,REVOLUTION BREWING,2323 n milwaukee ave 1 & 2,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,10/25/2017,2019-11-15,41.923532458000004,41.92353,7312,4505,Revolution Brewing,2017,4.0,$$
567,HUTCH,3301 n clark st,CHICAGO,IL,60657,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,10/23/2017,2019-11-15,41.94186146,41.9419518,7283,4530,Hutch American Bistro,578,3.5,$$
568,BUTCHER & THE BURGER,1021 w armitage ave 1st,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,11/02/2017,2019-11-15,41.917981293000004,41.91787,7508,4561,Butcher & The Burger,969,4.0,$$
569,IPSENTO,2035 n western ave,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/03/2018,2019-11-15,41.918574637,41.9186515808105,12294,4631,Ipsento,817,4.5,$
570,BOTTLED BLONDE,504 n wells st 1,CHICAGO,IL,60654,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,10/05/2017,2019-11-15,41.890955206,41.891031,8746,4633,Bottled Blonde Chicago,346,2.5,$$
571,ROCKING HORSE,2535 n milwaukee ave,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,11/17/2017,2019-11-15,41.927492579,41.927558898925795,8692,4650,Rocking Horse,499,3.5,$$
572,SUSHI PARA M,1633 n milwaukee ave 1 1,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,11/21/2017,2019-11-15,41.911153463000005,41.91127,8731,4657,Sushi Para M,413,3.0,$$
573,ARTURO'S TACOS,2001 n western ave,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,12/13/2017,2019-11-15,41.917607892,41.91769,9171,4667,Arturo's Tacos,414,3.0,$
574,"NEW WAVE COFFEE, LLC",3103 w logan blvd 1st,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,01/10/2018,2019-11-15,41.928292712,41.9280948489904,9548,4668,New Wave Coffee,616,3.0,$
575,THE GODDESS AND  GROCER,1649 n damen ave 1 & 2,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/12/2018,2019-11-15,41.911971231,41.91192,11859,4675,Goddess and Grocer,478,3.5,$$
576,RENO,2607 n milwaukee ave 1st floor,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,11/14/2017,2019-11-15,41.929110009,41.929155,8555,4689,Reno,459,4.0,$$
577,BUONA TERRA RISTORANTE,2535 n california ave # 1st,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,11/14/2017,2019-11-15,41.927613868,41.92788,8591,4719,Buona Terra,602,4.5,$$
578,CORNERSTONE CAFE,2753 n western ave,CHICAGO,IL,60618,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,12/26/2017,2019-11-15,41.931968065999996,41.931720079201796,18364,4723,Cornerstone Cafe,470,4.0,$
579,LONGMAN & EAGLE,2657 n kedzie ave,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,11/09/2017,2019-11-15,41.930126115,41.930156679293,8439,4739,Longman & Eagle,2307,4.0,$$
580,TAQUERIA MORAN,2226 n california ave,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,11/08/2017,2019-11-15,41.922504258000004,41.9225235,8420,4745,Taqueria Moran,449,4.0,$
581,EL CID TACOS #2,2645 n kedzie ave 1 & 2,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,01/30/2018,2019-11-15,41.929762865,41.92974,10013,4755,El Cid 2,523,3.5,$$
582,90 MILES CUBAN CAFE,2540 w armitage ave,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/09/2018,2019-11-15,41.917649731,41.917686462402294,10345,4769,90 Miles Cuban Café,1806,4.0,$$
583,ESTRELLA NEGRA,2346 w fullerton ave 1st floor 1,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,11/08/2017,2019-11-15,41.925016332,41.925175,8419,4772,Estrella Negra,517,4.0,$$
584,COCINA DE GALARZA,2420 w fullerton ave,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,11/09/2017,2019-11-15,41.92500342,41.9250421952759,8447,4790,La Cocina Boricua de la Familia Galarza,370,4.5,$$
585,GUS'S WORLD FAMOUS FRIED CHICKEN,847 w fulton market  1st,CHICAGO,IL,60607,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,11/16/2017,2019-11-15,41.886663899999995,41.8866488028888,8639,4795,Gus's World Famous Fried Chicken,565,4.0,$$
586,BON BON SANDWICHES,2333 w north ave 1st,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,11/15/2017,2019-11-15,41.910227843,41.910070000000005,8617,4798,Bon Bon Sandwiches,504,3.5,$
587,SULTAN'S MARKET,2057 w north ave 1,CHICAGO,IL,60647,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,11/09/2018,2019-11-15,41.91033293,41.910362,16379,4801,Sultan's Market,1266,4.0,$
588,HEMA'S KITCHEN,2439 w devon ave 1 1,CHICAGO,IL,60659,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,10/20/2017,2019-10-15,41.997596381,41.997440000000005,7268,4829,Hema's Kitchen,423,3.0,$$
589,GULLIVER'S INC,2727 w howard st 1st,CHICAGO,IL,60645,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,12/20/2017,2019-10-15,42.019245841,42.019394,9290,4839,Gullivers Pizza and Pub,346,3.5,$$
590,SWIFT & SONS / COLD STORAGE,1000 w fulton market  1,CHICAGO,IL,60607,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,09/27/2017,2019-10-15,41.886848295,41.8869073066802,13844,4856,Swift & Sons,540,4.0,$$$$
591,BULERIAS INC.,3656 n ashland ave 1 & lower level,CHICAGO,IL,60613,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,11/27/2017,2019-10-15,41.948664226,41.94865,8798,4860,Bulerias Tapas Bar,394,3.5,$$
592,PEACH AND GREEN,33 s wabash ave 1st,CHICAGO,IL,60603,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,10/25/2017,2019-10-15,41.881243983000005,41.881259,12170,4920,Goddess And The Baker,858,4.0,$$
593,CAI,2100 s archer ave 2nd,CHICAGO,IL,60616,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,10/04/2017,2019-10-15,41.854333954,41.85454,6904,4946,Cai,552,3.5,$$
594,SUMMER HOUSE SANTA MONICA/STELLA BARRA PIZZERIA,1954 n halsted st 1,CHICAGO,IL,60614,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,10/02/2017,2019-10-15,41.917541127,41.9174315,6815,4987,Summer House Santa Monica,2021,4.0,$$
595,SUMMER HOUSE SANTA MONICA/STELLA BARRA PIZZERIA,1954 n halsted st 1,CHICAGO,IL,60614,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,10/02/2017,2019-10-15,41.917541127,41.917657,6815,4987,Stella Barra Pizzeria,466,4.0,$$
596,NINI'S GROCERIES,543 n noble st 1st,CHICAGO,IL,60642,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,09/11/2017,2019-10-15,41.892357578,41.89235,6378,5189,Nini's Deli,734,5.0,$
597,THE VIG CHICAGO,1527 n wells st,CHICAGO,IL,60610,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,09/19/2017,2019-10-15,41.909971084,41.9099251,6597,5211,The VIG Chicago,421,4.0,$$
598,TONI PATISSERIE,65 e washington st 1,CHICAGO,IL,60602,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,08/18/2017,2019-09-15,41.88311224,41.8831251,8209,5244,Toni Patisserie & Cafe,656,4.0,$$
599,BOPNGRILL,6604 n sheridan rd 1st,CHICAGO,IL,60626,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,09/11/2017,2019-09-15,42.002726107,42.002840213503,6380,5285,bopNGrill,796,4.0,$$
