,doing business as name,address,city_x,state_x,zip_code,license description,business activity id,business activity,application type,date issued,expiration,latitude_x,latitude_y,license_id,active_id,name,review_count,rating,price
600,THE DAILY BAR & GRILL,4560 n lincoln ave 1 & 2,CHICAGO,IL,60625,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,09/11/2017,2019-09-15,41.964679249,41.9647911,6385,5289,Daily Bar & Grill,406,3.5,$$
601,CAFE RESTAURANT ART,4658 n rockwell st 1,CHICAGO,IL,60625,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,01/16/2018,2019-09-15,41.966571693,41.96651,13179,5296,Pizza Art Cafe,392,3.5,$$
602,BARRIO / BODEGA,65 w kinzie st,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,09/14/2017,2019-09-15,41.889109128,41.8890751,10251,5336,Barrio,463,4.0,$$$
603,The Grafton Pub & Grill,4530 n lincoln ave 1st,CHICAGO,IL,60625,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,08/30/2017,2019-09-15,41.963953232,41.96393,8391,5366,The Grafton,497,4.0,$$
604,OVER EASY CAFE,4943 n damen ave,CHICAGO,IL,60625,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,11/06/2017,2019-09-15,41.971856201,41.9717208,6804,5369,Over Easy Cafe,1341,4.5,$$
605,NHU LAN BAKERY,2612 w lawrence ave 1,CHICAGO,IL,60625,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,08/29/2017,2019-09-15,41.968676134,41.9687048,8373,5374,Nhu Lan Saigon Subs,788,4.5,$
606,ESSENCE OF INDIA,4601 n lincoln ave,CHICAGO,IL,60625,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,09/05/2017,2019-09-15,41.964997093,41.96517,6244,5401,Essence of India,345,3.5,$$
607,GATHER CHICAGO,4539 n lincoln ave 1,CHICAGO,IL,60625,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,09/15/2017,2019-09-15,41.964272356,41.9643402,6534,5476,Gather,761,4.5,$$
608,MONTI'S,4757 n talman ave,CHICAGO,IL,60625,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,08/01/2017,2019-09-15,41.968363235,41.968266340068,7836,5507,Monti's,592,4.5,$$
609,MARIA'S MEXICAN RESTURANT,9440 w foster ave,CHICAGO,IL,60656,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,08/02/2017,2019-09-15,41.973400958,41.9734065,7855,5543,Maria's Mexican Restaurant,420,3.5,$$
610,TRE KRONOR RESTAURANT,3258 w foster ave,CHICAGO,IL,60625,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,08/01/2017,2019-09-15,41.975831128,41.9759307505565,7849,5549,Tre Kronor,694,4.0,$$
611,CAFE SELMARIE,4729 n lincoln ave,CHICAGO,IL,60625,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,08/08/2017,2019-09-15,41.967406598000004,41.9674474,7984,5571,Cafe Selmarie,699,4.0,$$
612,CANTINA LAREDO #132,508 n state st 1st,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,08/10/2017,2019-09-15,41.891192701,41.891107160290005,8035,5581,Cantina Laredo,1318,3.5,$$
613,BISTRO CAMPAGNE,4518 n lincoln ave 1st,CHICAGO,IL,60625,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,10/17/2017,2019-09-15,41.963663011,41.96356,7164,5591,Bistro Campagne,650,4.0,$$$
614,ROCKWELL'S NEIGHBORHOOD GRILL,4632 n rockwell st  1,CHICAGO,IL,60625,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,09/12/2017,2019-09-15,41.965806127,41.96587,6414,5601,Rockwell's Neighborhood Grill,389,4.0,$$
615,KAMEHACHI,1531 n wells st 1-2,CHICAGO,IL,60610,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,07/17/2017,2019-08-15,41.910080242,41.910041809081996,6110,5639,Kamehachi,540,3.5,$$
616,SHOKRAN,4027 w irving park rd,CHICAGO,IL,60641,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,07/11/2017,2019-08-15,41.953531929,41.953503999999995,5978,5663,Shokran Moroccan Restaurant,422,4.5,$$
617,BERNIE'S LUNCH & SUPPER,660 n orleans st 1&roof,CHICAGO,IL,60654,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,07/10/2017,2019-08-15,41.894061489,41.8941497802734,5944,5678,Bernie's,350,3.5,$$
618,BRIGHTWOK KITCHEN,21 e adams st 1st,CHICAGO,IL,60603,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,07/19/2017,2019-08-15,41.879389986999996,41.8794583529234,6197,5725,Brightwok Kitchen,540,4.5,$$
619,SMOQUE BBQ,3800 n pulaski rd,CHICAGO,IL,60641,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,07/03/2017,2019-08-15,41.950073288,41.95021,5849,5727,Smoque BBQ,3960,4.5,$$
620,NATIVE FOODS CAFE,1484 n milwaukee ave 1,CHICAGO,IL,60622,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,08/14/2017,2019-08-15,41.908871127,41.90866,8123,5733,Native Foods Cafe,586,4.0,$$
621,DIMO'S PIZZA SIX CORNERS,1615 n damen ave 1st,CHICAGO,IL,60647,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,08/04/2017,2019-08-15,41.910917794,41.911037,7907,5753,Dimo's Pizza,357,4.0,$
622,THE SCOUT,1301 s wabash ave 1,CHICAGO,IL,60605,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,08/15/2017,2019-08-15,41.865676543,41.8657449359089,8150,5770,The Scout Waterhouse + Kitchen,652,3.0,$$
623,HOT WOKS COOL SUSHI,3930 n pulaski rd 1 1,CHICAGO,IL,60641,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,08/15/2017,2019-08-15,41.952765554,41.9528312683105,8154,5778,Hot Woks Cool Sushi,355,3.5,$$
624,THE COFFEE STUDIO,5628 n clark st 1,CHICAGO,IL,60660,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,07/27/2017,2019-08-15,41.984384825,41.984327090113,7760,5780,The Coffee Studio,413,4.0,$
625,VAPIANO,44 s wabash ave  1,CHICAGO,IL,60603,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,07/28/2017,2019-08-15,41.880995997,41.880982,7794,5782,Vapiano Chicago Loop,644,3.5,$$
626,TANTA,118 w grand ave,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,08/10/2017,2019-08-15,41.891724591,41.891861,8041,5832,Tanta,1034,4.0,$$$
627,NATIVE FOODS CAFE,1023 w belmont ave 1,CHICAGO,IL,60657,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,08/14/2017,2019-08-15,41.939787596,41.939789250655295,8097,5863,Native Foods Cafe,480,4.0,$$
628,FAMOUS DUTCH PANCAKE HUIS,4757 n western ave 1st,CHICAGO,IL,60625,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,08/16/2017,2019-08-15,41.968412426,41.968237044407296,8172,5913,Pannenkoeken Cafe,421,4.0,$$
629,The Halal Guys,49 w division st 1,CHICAGO,IL,60610,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,07/26/2017,2019-08-15,41.903807438,41.9037925,7749,5931,The Halal Guys,459,3.5,$
630,TWEET,5020 n sheridan rd,CHICAGO,IL,60640,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/25/2017,2019-07-15,41.973950993,41.973982,5338,5949,Tweet,1451,4.0,$$
631,VINCENT,1475 w balmoral ave 1,CHICAGO,IL,60640,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/31/2017,2019-07-15,41.979744137,41.979817544821294,5410,5951,Vincent Restaurant,460,4.0,$$$
632,LA CIUDAD MEXICAN CAFE,4515 n sheridan rd,CHICAGO,IL,60640,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,11/14/2017,2019-07-15,41.964130219,41.9640599191189,8583,5954,La Ciudad,449,4.0,$$
633,A TASTE OF HEAVEN,5401 n clark st,CHICAGO,IL,60640,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/26/2017,2019-07-15,41.979895356,41.979988399999996,5370,5965,A Taste Of Heaven,643,4.0,$$
634,"KOPI, A TRAVELER'S CAFE",5317 n clark st # 1st,CHICAGO,IL,60640,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,06/28/2017,2019-07-15,41.978607404,41.978590000000004,5343,5967,Kopi Travelers Cafe,521,4.0,$$
635,BIG JONES,5347 n clark st,CHICAGO,IL,60640,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,07/14/2017,2019-07-15,41.979414483,41.979440000000004,6056,5984,Big Jones,1424,4.0,$$
636,ANTEPRIMA,5316 n clark st 1,CHICAGO,IL,60640,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/30/2017,2019-07-15,41.978616154,41.978573511319,5407,5989,Anteprima,485,4.0,$$$
637,KANELA BREAKFAST CLUB,502 e illinois st 1st,CHICAGO,IL,60611,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,07/17/2017,2019-07-15,41.89120951,41.8912549,6084,6016,Kanela Breakfast Club,507,3.5,$$
638,BAR SIENA,832 w randolph st 1 & 2,CHICAGO,IL,60607,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,06/01/2017,2019-07-15,41.884496686,41.8845841437224,5470,6042,Bar Siena,1178,4.0,$$
639,STEAK 48,615 n wabash ave 1 & 2,CHICAGO,IL,60611,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,ISSUE,06/29/2017,2019-07-15,41.893041529,41.893,5818,6045,Steak 48,446,4.5,$$$$
640,SPACCANAPOLI,1769 w sunnyside ave,CHICAGO,IL,60640,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,06/07/2017,2019-07-15,41.963245267,41.963286,5593,6067,Spacca Napoli,1384,4.0,$$
641,HAMBURGER MARY'S CHICAGO,5400 n clark st 2,CHICAGO,IL,60640,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,06/14/2017,2019-07-15,41.979884283000004,41.97997,5707,6086,Hamburger Mary's,945,3.5,$$
642,O'SHAUGHNESSY'S PUBLIC HOUSE,4557 n ravenswood ave 1,CHICAGO,IL,60640,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,06/06/2017,2019-07-15,41.965024223,41.965038275057005,5555,6089,O'Shaughnessy's Public House,351,3.5,$$
643,NAF NAF GRILL,326 n michigan ave 1st,CHICAGO,IL,60601,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,04/18/2018,2019-07-15,41.887415114,41.887581,11970,6148,Naf Naf Grill,475,4.5,$
644,TASTE OF LEBANON,1509 w foster ave,CHICAGO,IL,60640,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,06/26/2017,2019-07-15,41.976075079,41.9760635,4026,6195,Taste of Lebanon Restaurant,648,4.5,$
645,THE MEDICI,1327 e 57th st  1,CHICAGO,IL,60637,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,06/27/2017,2019-07-15,41.79136503,41.79126689153011,4070,6218,Medici On 57th,758,3.5,$$
646,HAI YEN,1055 w argyle st 1st,CHICAGO,IL,60640,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,07/18/2017,2019-07-15,41.973171766,41.973128100000004,6171,6258,Hai Yen Restaurant,379,4.0,$$
647,TIZTAL CAFE INC.,4631 n clark st 1st,CHICAGO,IL,60640,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,07/19/2017,2019-07-15,41.96621963,41.96621,6208,6266,Tiztal Cafe,506,4.5,$$
648,COUNTY BARBEQUE,1352 w taylor st 1,CHICAGO,IL,60607,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,07/26/2017,2019-07-15,41.86945394,41.86958,7727,6278,County Barbeque,389,4.0,$$
649,PUEBLO NUEVO,4342 n central ave 1st,CHICAGO,IL,60634,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,07/19/2017,2019-07-15,41.95996587,41.960271999999996,6209,6286,Pueblo Nuevo,387,4.5,$
650,ANDIES RESTAURANT,5253 n clark st,CHICAGO,IL,60640,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,06/21/2017,2019-07-15,41.977779628,41.977587299999996,3921,6294,Andies Restaurant,497,3.5,$$
651,FATSO'S,2258 w chicago ave 1,CHICAGO,IL,60622,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,ISSUE,06/07/2017,2019-06-15,41.895897076,41.8959792096669,5571,6338,Fatso's Last Stand,681,4.5,$
652,III FORKS,180 n field blvd 2nd flr & rooftop 208,CHICAGO,IL,60601,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,ISSUE,05/31/2017,2019-06-15,41.885504344,41.886509999999994,5554,6379,III Forks,406,3.5,$$$
653,THREE DOTS AND A DASH,435 n clark st ll,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/19/2017,2019-06-15,41.890207793,41.890439130327294,5212,6477,Three Dots and a Dash,2786,4.0,$$
654,THREE DOTS AND A DASH,435 n clark st ll,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/19/2017,2019-06-15,41.890207793,41.8903402,5212,6477,Bub City,976,3.5,$$
655,SAKURA TEPPANYAKI AND SUSHI,730 w diversey pkwy 1,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/30/2017,2019-06-15,41.932855321999995,41.932725756478604,5414,6488,Sakura Teppanyaki & Sushi,445,3.5,$$
656,SHAKE SHACK,12 s michigan ave,CHICAGO,IL,60603,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,06/09/2017,2019-06-15,41.8818033,41.8816894031196,18111,6553,Cindy's,1408,4.0,$$
657,SHAKE SHACK,12 s michigan ave,CHICAGO,IL,60603,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,06/09/2017,2019-06-15,41.8818033,41.881664,18111,6553,Shake Shack,545,3.5,$$
658,THE CHERRY CIRCLE ROOM,12 s michigan ave 2,CHICAGO,IL,60603,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,06/30/2017,2019-06-15,41.8818033,41.8816894031196,5841,6643,Cindy's,1408,4.0,$$
659,THE CHERRY CIRCLE ROOM,12 s michigan ave 2,CHICAGO,IL,60603,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,06/30/2017,2019-06-15,41.8818033,41.881664,5841,6643,Shake Shack,545,3.5,$$
660,ZARAGOZA RESTAURANT,4852 s pulaski rd,CHICAGO,IL,60632,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,06/12/2017,2019-06-15,41.804468259000004,41.80447,5678,6603,Birrieria Zaragoza,409,4.5,$$
661,MACHU PICCHU,3856 n ashland ave 1st,CHICAGO,IL,60613,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,06/15/2017,2019-06-15,41.952315896,41.9516650316681,5735,6618,Machu Picchu Restaurant,478,4.0,$$
662,DIMO'S PIZZA WRIGLEYVILLE,3463 n clark st,CHICAGO,IL,60657,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,06/15/2017,2019-06-15,41.945132845,41.945209999999996,5756,6624,Dimo's Pizza,895,4.0,$
663,DAWALI MEDITERRANEAN KITCHEN,1625 n halsted st 1st,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,06/19/2017,2019-06-15,41.911704381999996,41.9117,5785,6630,Dawali Mediterranean Kitchen,495,4.0,$$
664,BAR COCINA,2901 n sheffield ave 1,CHICAGO,IL,60657,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,05/04/2017,2019-05-15,41.934500538,41.9347,4871,6658,Barcocina - Chicago,531,3.5,$$
665,Osteria Via Stato,620 n state st,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/28/2017,2019-05-15,41.893062524,41.893095,4773,6659,Osteria Via Stato,783,4.0,$$
666,WILDFIRE,159 w erie st,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/28/2017,2019-05-15,41.893888753,41.89381729048421,4782,6660,Wildfire,1018,4.0,$$$
667,NACIONAL 27 / TALLBOY TACO,325 w huron st,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/28/2017,2019-05-15,41.894645646,41.894897267379996,4769,6665,Nacional 27,840,3.5,$$$
668,M BURGER,161 e huron st 1st,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/28/2017,2019-05-15,41.894847524,41.89481370000001,4777,6667,M Burger,500,3.5,$
669,UNION SUSHI + BARBEQUE BAR / UP BAR,230 w erie st 1 & mezzanine,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/08/2017,2019-05-15,41.894082718,41.8940757,4893,6676,Union Sushi + Barbeque Bar,1088,4.0,$$
670,HUB 51 / SUB 51,51 w hubbard st,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/28/2017,2019-05-15,41.889926109,41.889978476627604,4779,6677,Hub 51,1678,4.0,$$
671,BIG BOWL,60 e ohio st,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/08/2017,2019-05-15,41.892625306,41.892629,4895,6679,Big Bowl,752,3.5,$$
672,COCHAN VOLANT,100 w monroe st 1,CHICAGO,IL,60603,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,05/10/2017,2019-05-15,41.880805278000004,41.8807911918252,5002,6693,Cochon Volant Brasserie,636,4.0,$$
673,HYATT CENTRIC THE LOOP CHICAGO,100 w monroe st 1-23,CHICAGO,IL,60603,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,03/10/2017,2019-04-15,41.880805278000004,41.8807911918252,3578,7045,Cochon Volant Brasserie,636,4.0,$$
674,Carnivale Restaurant,702 w fulton market  1st & 2nd flr,CHICAGO,IL,60661,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/11/2017,2019-05-15,,41.887075681458995,5013,6697,Carnivale,2125,4.0,$$$
675,LOU MITCHELL'S,565 w jackson blvd,CHICAGO,IL,60661,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/19/2017,2019-05-15,41.877904219,41.877790000000005,4630,6745,Lou Mitchell's Restaurant & Bakery,867,3.5,$$
676,THE DUKE OF PERTH,2913 n clark st 1st,CHICAGO,IL,60657,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/27/2017,2019-05-15,41.93524326,41.93525,4757,6777,Duke Of Perth,564,4.0,$$
677,7-Eleven,567 w lake st,CHICAGO,IL,60661,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/20/2017,2019-05-15,41.88559429,41.885619554755,4660,6794,Saigon Sisters,439,3.5,$$
678,IL PORCELLINO/STUDIO PARIS/RAMEN-SAN,59 w hubbard st 1-2,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/28/2017,2019-05-15,41.889921495,41.889798,4765,6799,RAMEN-SAN,1668,4.0,$$
679,SHAW'S CRAB HOUSE,21 e hubbard st,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/28/2017,2019-05-15,41.889971085,41.8899414,4766,6800,Shaw's Crab House,1996,4.0,$$$
680,ANTIQUE TACO,1360 n milwaukee ave 1st and 2nd,CHICAGO,IL,60622,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,03/30/2017,2019-05-15,41.906429121,41.906360600000006,4165,6804,Antique Taco,1171,4.0,$$
681,TASTE OF PERU,6545 n clark st 1st,CHICAGO,IL,60626,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,04/05/2017,2019-05-15,42.001260011,42.0013353048183,4322,6830,Taste of Peru,517,4.0,$$
682,JAKE MELNICK'S CORNER TAP,41 e superior st,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/31/2017,2019-05-15,41.895593098,41.8955265,4205,6842,Jake Melnick's Corner Tap,1120,4.0,$$
683,GREEK ISLANDS RESTAURANT,200 s halsted st,CHICAGO,IL,60661,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/03/2017,2019-05-15,41.879183093,41.87896,4847,6847,Greek Islands Restaurant,1708,4.0,$$
684,HILTON GARDEN INN CHICAGO,"66 e wacker pl ll, 1-27",CHICAGO,IL,60601,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,ISSUE,05/01/2017,2019-05-15,,41.887626274289495,17650,6848,Bella Bacinos,438,3.5,$$
685,AVEC,615 w randolph st,CHICAGO,IL,60661,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/15/2017,2019-05-15,41.884321041,41.884290441849,8734,6863,Avec,2032,4.5,$$$
686,"TACO IN A BAG STORE 1, LLC",4603 n lincoln ave 1,CHICAGO,IL,60625,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,06/08/2017,2019-05-15,41.965052297,41.9650957935014,5590,6865,Taco In A Bag,385,4.0,$
687,NUTELLA FERRERO & NUTELLA CAFE,189 n michigan ave 1 6,CHICAGO,IL,60601,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,ISSUE,05/16/2017,2019-05-15,41.88545215,41.8855589,7868,6890,Nutella Cafe,640,3.0,$$
688,YUZU SUSHI AND ROBATA GRILL,1751 w chicago ave 1,CHICAGO,IL,60622,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,10/23/2017,2019-05-15,41.895888884,41.8956886,7285,6900,Yuzu Sushi & Robata Grill,1476,4.0,$$
689,ATHENA RESTAURANT,212 s halsted st,CHICAGO,IL,60661,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/30/2017,2019-05-15,41.878801378,41.878640000000004,8001,6918,Athena Greek Restaurant,652,3.5,$$
690,"JOE'S SEAFOOD, PRIME STEAK",60 e grand ave main #,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/12/2017,2019-05-15,41.891814365,41.891819500000004,5092,6924,"Joe's Seafood, Prime Steak & Stone Crab",2231,4.5,$$$
691,JUBILEE JUICE AND GRILL,140 n halsted st,CHICAGO,IL,60661,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/12/2017,2019-05-15,41.884275691999996,41.8840615,5059,6938,Jubilee Juice & Grill,432,4.0,$$
692,BLACKBIRD,619 w randolph st 1 & 2,CHICAGO,IL,60661,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/15/2017,2019-05-15,41.884320409000004,41.8842918333133,5132,6951,Blackbird,1480,4.0,$$$
693,ALLENDE RESTAURANT,2408 n lincoln ave,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/28/2017,2019-04-15,41.925602223,41.92571220000001,4101,6954,Allende Restaurant,352,4.0,$
694,TOAST,746 w webster ave 1,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,08/14/2017,2019-04-15,41.921934978,41.921991999999996,8112,6967,Toast,746,4.0,$$
695,SIMPLY IT,2269 n lincoln ave,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,06/27/2017,2019-04-15,41.923489578,41.923501,4075,6971,Simply It,913,4.0,$$
696,MCGEE'S TAVERN & GRILLE,950 w webster ave 1st,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/31/2017,2019-04-15,41.921854626,41.9218605,4209,6984,McGee's,375,3.0,$$
697,ADOBO GRILL,215 w north ave,CHICAGO,IL,60610,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,04/03/2017,2019-04-15,41.911047541,41.9109338,4227,6996,Adobo Grill,720,3.5,$$
698,UB DOGS,185 n franklin st 1st,CHICAGO,IL,60606,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/31/2017,2019-04-15,41.88541737,41.885406019773,4189,7015,UB Dogs,463,4.5,$
699,"NOODLES IN THE POT, INC",2453 n halsted st,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/03/2017,2019-04-15,41.926906995,41.9269149578037,3439,7028,Noodles In the Pot,647,4.0,$$
700,NOOKIES ON WELLS INC,1746 n wells st 1st,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/03/2017,2019-04-15,41.914218842,41.91427,3430,7029,Nookies,656,4.0,$$
701,NOOKIES TOO INC.,2114 n halsted st 1st,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/03/2017,2019-04-15,41.920478441,41.9205353,3388,7035,Nookies Too,437,4.0,$$
702,GEMINI BISTRO,2075 n lincoln ave 1st,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/09/2017,2019-04-15,41.920057537,41.9200319,3629,7039,Gemini,462,4.0,$$$
703,PASTA PALAZZO,1966 n halsted st,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/10/2017,2019-04-15,41.917857228,41.917915344238295,3597,7042,Pasta Palazzo,555,4.0,$$
704,CHENGDU IMPRESSION RESTAURANT,2545 n halsted st,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/10/2017,2019-04-15,41.928603745,41.928607899999996,3517,7047,Chengdu Impression,488,4.0,$$
705,SUSHI PARA TOO,2258 n clark st 1 1f,CHICAGO,IL,60614,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,03/07/2017,2019-04-15,41.923472825,41.923482,3497,7049,Sushi Para II,783,3.5,$$
706,TWIN ANCHORS,1655 n sedgwick st 1st,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/07/2017,2019-04-15,41.912687205,41.91268,3494,7051,Twin Anchors Restaurant & Tavern,755,4.0,$$
707,PEQUOD'S PIZZA,2207 n clybourn ave 1 & 2,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/01/2017,2019-04-15,41.921850838000005,41.92187,3321,7057,Pequod's Pizzeria,5195,4.0,$$
708,THE LOCAL OPTION TAVERN,1102 w webster ave 1,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/28/2017,2019-04-15,41.921807669,41.921953,3298,7062,Local Option,368,3.5,$$
709,HALF SHELL INC,676 w diversey pkwy,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/28/2017,2019-04-15,41.932879089000004,41.93302,3285,7065,Half Shell,684,4.0,$$
710,ATHENIAN ROOM RESTAURANT,807 w webster ave,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/01/2017,2019-04-15,41.921702061,41.9217435,3322,7071,Athenian Room,689,4.0,$$
