,name,address1,address2,address3,city,state,zip_code,latitude,longitude,review_count,rating,price
472,Hot Woks Cool Sushi,30 S Michigan Ave,,,Chicago,IL,60603,41.88114,-87.625,567,3.5,$$
473,Cozy Corner Restaurant & Pancake House,2294 N Milwaukee Ave,,,Chicago,IL,60647,41.92244,-87.69707,567,4.0,$
474,Gus's World Famous Fried Chicken,847 W Fulton Market,,,Chicago,IL,60607,41.8866488028888,-87.6494031537698,565,4.0,$$
475,Club Lucky,1824 W Wabansia Ave,,,Chicago,IL,60622,41.91256,-87.67367,564,4.0,$$
476,Duke Of Perth,2913 N Clark St,,,Chicago,IL,60657,41.93525,-87.64648,564,4.0,$$
477,Tapas Valencia,1530 S State St,,,Chicago,IL,60605,41.861043,-87.628155,563,4.0,$$
478,Trattoria No. 10,10 N Dearborn St,,,Chicago,IL,60602,41.8824272155762,-87.6296997070312,561,4.0,$$$
479,Cellars Bar and Grill,5900 N Broadway,,,Chicago,IL,60660,41.98922,-87.66065,560,4.0,$$
480,Susie's,4126-30 W Montrose Ave,,,Chicago,IL,60641,41.9610567357401,-87.7311233740283,560,3.5,$
481,La Villa Restaurant,3638 N Pulaski Rd,,,Chicago,IL,60641,41.94754,-87.72775,559,4.0,$$
482,Russian Tea Time,77 E Adams St,,,Chicago,IL,60603,41.8793955,-87.6252218,559,4.0,$$$
483,3rd Coast Cafe,1260 N Dearborn St,Goethe,,Chicago,IL,60610,41.90565,-87.63047,559,4.0,$$
484,The Boundary Tavern & Grille,1932 W Division St,,,Chicago,IL,60622,41.9033149,-87.676244,557,3.0,$$
485,Adobe Gilas,5455 Park Pl,,,Rosemont,IL,60018,41.97871,-87.867415,557,2.0,$$
486,Rocks Lakeview,3463 N Broadway St,,,Chicago,IL,60657,41.945222,-87.6457269,557,3.5,$$
487,Flat Top Grill,30 S Wabash Ave,,,Chicago,IL,60603,41.8811622,-87.6263129,557,3.5,$$
488,Alegrias Seafood Chicago,1024 N Ashland Ave,,,Chicago,IL,60622,41.90046,-87.66776,557,4.0,$$
489,Ramen Takeya,819 W Fulton Market,,,Chicago,IL,60607,41.8865399,-87.64833,556,4.0,$$
490,Pasta Palazzo,1966 N Halsted St,,,Chicago,IL,60614,41.9179153442383,-87.6488494873047,555,4.0,$$
491,Blue Agave Tequila Bar & Restaurant,1050 N State St,,,Chicago,IL,60610,41.901776202997,-87.628835244559,552,3.0,$$
492,Cai,2100 S Archer Ave,Ste 2F,,Chicago,IL,60616,41.85454,-87.63225,552,3.5,$$
493,Copper Fox Gastropub,155 East Ontario St,,,Chicago,IL,60611,41.8932151,-87.6233697,551,4.5,$$
494,Riva Crabhouse,700 E Grand Ave,,,Chicago,IL,60611,41.8912822498008,-87.6046678661705,550,3.5,$$$
495,Koi Fine Asian Cuisine & Lounge,624 Davis St,,,Evanston,IL,60201,42.0464066,-87.6810951,550,3.5,$$
496,Kitschn on Roscoe,2005 W Roscoe St,,,Chicago,IL,60618,41.94293,-87.67878,550,3.5,$$
497,Seoul Taco,738 N Clark St,,,Chicago,IL,60654,41.8959233394607,-87.6313957501562,549,4.0,$
498,Elephant & Castle,185 N Wabash Ave,,,Chicago,IL,60601,41.8855099,-87.62603,549,3.0,$$
499,Fogo de Chão Brazilian Steakhouse,5460 Park Pl,,,Rosemont,IL,60018,41.977265,-87.868219,548,4.0,$$$
500,Devil Dawgs -  South State,767 S State St,,,Chicago,IL,60605,41.87207,-87.6271,548,4.0,$
501,Bad Hunter,802 W Randolph St,,,Chicago,IL,60607,41.88463,-87.64769,548,4.0,$$
502,Wow Bao,1 W Wacker Dr,Ste 107,,Chicago,IL,60601,41.8859149826022,-87.6282665232788,547,3.5,$
503,El Mariachi Tequila Bar & Grill,3906 N Broadway St,,,Chicago,IL,60613,41.95309,-87.65002,547,3.5,$$
504,Kizuki Ramen & Izakaya,1482 N Milwaukee Ave,,,Chicago,IL,60622,41.9086527897632,-87.6750511915684,547,4.0,$$
505,Shake Shack,12 S Michigan Ave,,,Chicago,IL,60603,41.881664,-87.624969,545,3.5,$$
506,Ay Ay Picante,4569 N Elston Ave,,,Chicago,IL,60630,41.964112,-87.734107,544,4.0,$$
507,Kama Bistro,9 S La Grange Rd,,,La Grange,IL,60525,41.8156485621798,-87.8696056963878,544,4.0,$$
508,Salam Restaurant,4636 N Kedzie Ave,,,Chicago,IL,60625,41.9657874,-87.708574,544,4.0,$
509,Bongiorno's Italian Deli & Pizzeria,405 N Wabash Ave,,,Chicago,IL,60611,41.8897666931152,-87.6260147094727,544,4.0,$
510,Schubas Tavern,3159 N Southport Ave,,,Chicago,IL,60657,41.93965,-87.66343,543,4.0,$$
511,Oysy Sushi,50 E Grand Ave,,,Chicago,IL,60611,41.8918176,-87.6263132,543,3.5,$$
512,Soulwich,1634 Orrington Ave,,,Evanston,IL,60201,42.0474421,-87.6813617,542,4.5,$
513,Chief O'Neill's Pub & Restaurant,3471 N Elston Ave,,,Chicago,IL,60618,41.94462,-87.70553,541,4.0,$$
514,Swift & Sons,1000 W Fulton Market,,,Chicago,IL,60607,41.8869073066802,-87.6525044962951,540,4.0,$$$$
515,Brightwok Kitchen,21 E Adams St,,,Chicago,IL,60603,41.8794583529234,-87.6270027458668,540,4.5,$$
516,Zizi's Cafe,2825 N Sheffield Ave,,,Chicago,IL,60657,41.9333149343307,-87.6537242180222,540,4.5,$$
517,Pho's Spicier Thai Cuisine,3332 N Lincoln Ave,,,Chicago,IL,60657,41.942444,-87.670869,540,4.0,$
518,Fatpour Tap Works,2005 W Division St,,,Chicago,IL,60622,41.90289,-87.67762,540,4.0,$$
519,Kamehachi,1531 N Wells St,,,Chicago,IL,60610,41.910041809082,-87.6342239379883,540,3.5,$$
520,Eggy's Diner,333 E Benton Pl,Ste 103,,Chicago,IL,60601,41.8851851,-87.6185829,537,4.0,$$
521,Omega Restaurant & Bakery,9100 W Golf Rd,,,Niles,IL,60714,42.054547,-87.85257,537,3.5,$$
522,Taza Cafe,176 N Franklin St,,,Chicago,IL,60606,41.88528255359,-87.635568761842,536,4.5,$
523,Bijan's Bistro,663 N State St,,,Chicago,IL,60654,41.8940736918469,-87.627911625864,535,3.5,$$
524,Jim's Original Hot Dog,1250 S Union Ave,,,Chicago,IL,60607,41.86577,-87.64537,535,4.0,$
525,Valois,1518 E 53rd St,,,Chicago,IL,60615,41.7996023966401,-87.5883720218115,535,4.0,$
526,Flash Taco,1570 N Damen Ave,,,Chicago,IL,60622,41.9098629,-87.677647,534,2.0,$
527,Taqueria El Asadero,2213 W Montrose Ave,,,Chicago,IL,60618,41.9612451,-87.6842599,533,4.0,$
528,Uru Swati,2629 W Devon Ave,,,Chicago,IL,60659,41.99736,-87.69573,533,3.5,$
529,Tac Quick,1011 W Irving Park Rd,,,Chicago,IL,60613,41.9543649401989,-87.6550871455236,532,4.0,$$
530,Exchequer Restaurant & Pub,226 S Wabash Ave,,,Chicago,IL,60604,41.8787384660152,-87.6263198788816,531,3.5,$$
531,Barcocina - Chicago,2901 N Sheffield Ave,,,Chicago,IL,60657,41.9347,-87.65359,531,3.5,$$
532,Jimmy's Pizza Café,5159 N Lincoln Ave,,,Chicago,IL,60625,41.9757474517431,-87.6921836227971,530,4.5,$
533,Semiramis,4639 N Kedzie Ave,,,Chicago,IL,60625,41.9658426,-87.7082133,529,4.0,$$
534,Bar on Buena,910 W Buena Ave,,,Chicago,IL,60613,41.9585637,-87.653337,529,4.0,$$
535,Bistronomic,840 N Wabash Ave,,,Chicago,IL,60611,41.8979072566376,-87.6272430870994,529,4.0,$$$
536,Tava Fresh Taste of India,7172 Dempster St,,,Morton Grove,IL,60053,42.041477,-87.805516,528,4.0,$$
537,Pete's Pizza & Restaurant,3737 N Western Ave,,,Chicago,IL,60618,41.94968,-87.68794,528,3.5,$$
538,Kingston Mines,2548 N Halsted St,,,Chicago,IL,60614,41.92869,-87.64922,527,4.0,$$
539,Freddy's Pizza,1600 S 61st Ave,,,Cicero,IL,60804,41.857962,-87.776681,527,4.5,$
540,Spiaggia,980 N Michigan Ave,Fl 2,,Chicago,IL,60611,41.900622,-87.624411,525,4.0,$$$$
541,The Marq,60 West Adams St,,,Chicago,IL,60603,41.8796191,-87.6299253,524,4.0,$$
542,Fleming's Prime Steakhouse & Wine Bar - Chicago,25 E Ohio St,,,Chicago,IL,60611,41.89227,-87.62703,523,4.0,$$$
543,Tapas Barcelona,1615 Chicago Ave,,,Evanston,IL,60201,42.0464606,-87.6793354,523,3.5,$$
544,El Cid 2,2645 N Kedzie Ave,,,Chicago,IL,60647,41.92974,-87.70702,523,3.5,$$
545,Sultan's Market,2521 N Clark St,,,Chicago,IL,60614,41.9284272,-87.6420285,523,4.0,$
546,Southport & Irving SIP,4000 N Southport Ave,,,Chicago,IL,60613,41.95452,-87.6644318,521,4.0,$$
547,Kopi Travelers Cafe,5317 N Clark St,,,Chicago,IL,60640,41.97859,-87.66796,521,4.0,$$
548,Seadog Sushi Bar,1500 W Division St,,,Chicago,IL,60642,41.9034363603087,-87.6652242288361,519,4.0,$$
549,New Rebozo,1116 Madison St,,,Oak Park,IL,60302,41.879809,-87.8031169,519,4.0,$$
550,North Pond,2610 N Cannon Dr,,,Chicago,IL,60614,41.92931,-87.636616,519,4.0,$$$$
551,Estrella Negra,2346 W Fullerton Ave,,,Chicago,IL,60647,41.925175,-87.68706,517,4.0,$$
552,Taste of Peru,6545 N Clark St,,,Chicago,IL,60626,42.0013353048183,-87.6713513324772,517,4.0,$$
553,Elephant & Castle,111 West Adams St,,,Chicago,IL,60603,41.879309125108,-87.631175724772,516,3.5,$$
554,Janik's Cafe,2011 W Division St,,,Chicago,IL,60622,41.9030612,-87.677777,515,4.0,$
555,Q-BBQ,70 South La Grange Rd,,,La Grange,IL,60525,41.813009540863,-87.869757101193,514,4.0,$$
556,Nookies Edgewater,1100 W Bryn Mawr Ave,,,Chicago,IL,60660,41.98395,-87.65824,514,4.0,$$
557,Harry Caray's Tavern -Navy Pier,700 E Grand Ave,,,Chicago,IL,60611,41.8916034336946,-87.6092710221137,514,3.0,$$
558,Kabobi Grill,4748 N Kedzie Ave,,,Chicago,IL,60625,41.9680551997115,-87.7086880803108,514,4.5,$$
559,Schwa,1466 N Ashland Ave,,,Chicago,IL,60622,41.90892,-87.66793,512,4.0,$$$$
560,Burger Bar Chicago - South Loop,1150 S Michigan Ave,,,Chicago,IL,60605,41.867902,-87.62438,512,4.0,$$
561,Hing Kee Restaurant,2140 S Archer Ave,,,Chicago,IL,60616,41.853948,-87.633651,512,3.5,$$
562,Nando's PERi-PERi,953 W Randolph St,,,Chicago,IL,60607,41.8840715,-87.6513439,512,4.0,$$
563,Original Pancake House,22 E Bellevue Pl,,,Chicago,IL,60611,41.90178,-87.62744,511,4.0,$$
564,Michael's Pizzeria & Tavern,4091 N Broadway St,,,Chicago,IL,60613,41.9568480328734,-87.6518151894969,511,4.0,$$
565,Stax Cafe,1401 W Taylor St,,,Chicago,IL,60607,41.8691,-87.66184,509,3.5,$$
566,Roister,951 W Fulton Market,,,Chicago,IL,60607,41.886524,-87.6518661,509,4.0,$$$$
567,The Chicago Firehouse Restaurant,1401 S Michigan Ave,,,Chicago,IL,60605,41.86397,-87.62361,509,3.5,$$$
568,Lowcountry Lakeview,3343 N Clark St,,,Chicago,IL,60657,41.942883,-87.6528328,508,4.5,$$
569,La Vaca Margarita Bar,1160 W 18th St,,,Chicago,IL,60608,41.8579816,-87.6557881,508,3.0,$$
570,La Cantina Grill,1911 S Michigan Ave,,,Chicago,IL,60616,41.85627,-87.62344,507,3.5,$$
571,The Promontory,5311 S Lake Park Ave W,,,Chicago,IL,60615,41.7990212143351,-87.5876317538372,507,3.5,$$
572,Siam Rice,117 N Wells St,,,Chicago,IL,60606,41.8836361,-87.633697,507,3.5,$$
573,Kanela Breakfast Club,502 E Illinois St,,,Chicago,IL,60611,41.8912549,-87.6138566,507,3.5,$$
574,The Kitchen,316 N Clark St,,,Chicago,IL,60654,41.8880238,-87.6312069,507,4.0,$$$
575,Tiztal Cafe,4631 N Clark St,,,Chicago,IL,60640,41.96621,-87.66657,506,4.5,$$
576,Peckish Pig,623 Howard St,,,Evanston,IL,60202,42.0195832181394,-87.6793877759551,506,4.0,$$
577,Burt's Place,8541 N Ferris Ave,,,Morton Grove,IL,60053,42.0369,-87.78461,505,4.0,$$
578,Le Bouchon,1958 N Damen Ave,,,Chicago,IL,60647,41.91756,-87.67792,504,4.0,$$$
579,Mirai Sushi - Wicker Park,2020 W Division St,,,Chicago,IL,60622,41.9034767150879,-87.67822265625,504,4.0,$$$
580,Buddy Guy's Legends,700 S Wabash Ave,,,Chicago,IL,60605,41.8730157686049,-87.6262064974468,504,4.0,$$
581,Bon Bon Sandwiches,2333 W North Ave,,,Chicago,IL,60647,41.91007,-87.68621,504,3.5,$
582,Forno Rosso Pizzeria Napoletana,3719 N Harlem Ave,,,Chicago,IL,60634,41.94767,-87.80672,502,4.5,$$
583,Pho 777,1065 W Argyle St,,,Chicago,IL,60640,41.973307,-87.657436,502,3.5,$
584,Chicago's Home of Chicken & Waffles II,543 Madison St,,,Oak Park,IL,60302,41.87952,-87.78887,502,3.5,$$
585,The Burger Point,1900 S State St,,,Chicago,IL,60616,41.8562862457147,-87.6273884868141,501,4.0,$$
586,Wakamono,3313 N Broadway Ave,,,Chicago,IL,60657,41.9423546,-87.6442834,500,3.5,$$
587,M Burger,161 E Huron St,,,Chicago,IL,60611,41.8948137,-87.6235759,500,3.5,$
588,Rocking Horse,2535 N Milwaukee Ave,,,Chicago,IL,60647,41.9275588989258,-87.7044525146484,499,3.5,$$
589,Logan Bar,2230 N California Ave,,,Chicago,IL,60647,41.9225997924805,-87.6976165771484,498,3.5,$$
590,Ann Sather Restaurant,3411 N Broadway St,,,Chicago,IL,60657,41.9434200734942,-87.6448059082031,498,4.0,$$
591,The Grafton,4530 N Lincoln Ave,,,Chicago,IL,60625,41.96393,-87.68587,497,4.0,$$
592,Takito Kitchen,2013 W Division St,,,Chicago,IL,60622,41.90289,-87.67784,497,4.0,$$
593,Andies Restaurant,5253 N Clark St,,,Chicago,IL,60640,41.9775873,-87.6681818,497,3.5,$$
594,White Palace Grill,1159 S Canal St,,,Chicago,IL,60607,41.8675498962402,-87.6389694213867,497,3.5,$
595,Lucky's Sandwich Company,3472 N Clark St,,,Chicago,IL,60657,41.9452476501465,-87.6553497314453,496,3.5,$$
596,South Coast Sushi,1700 S Michigan Ave,,,Chicago,IL,60616,41.8589015950675,-87.6242748306885,496,4.0,$$
597,Foodlife,835 N Michigan Ave,,Water Tower Pl,Chicago,IL,60611,41.898204,-87.623811,496,3.5,$$
598,Dawali Mediterranean Kitchen,1625 N Halsted St,,,Chicago,IL,60614,41.9117,-87.64793,495,4.0,$$
599,Furious Spoon - Logan Square,2410 N Milwaukee Ave,,,Chicago,IL,60647,41.9249801635742,-87.7010879516602,493,4.0,$$
600,Soupbox,2943 N Broadway St,,,Chicago,IL,60657,41.936229,-87.644115,492,4.0,$
601,Nori Sushi Bar - Lakeview,954 W Diversey Pkwy,,,Chicago,IL,60614,41.932718,-87.653535,491,4.0,$$
602,Carbon,300 W 26th St,,,Chicago,IL,60616,41.84561,-87.63487,491,3.5,$
603,Ada Street,1664 N Ada St,,,Chicago,IL,60642,41.9124416,-87.6620728,489,4.0,$$$
604,Bubba Gump Shrimp Co.,700 E Grand Ave,Ste 131,,Chicago,IL,60611,41.8914094,-87.6096291,488,3.0,$$
605,Nia,803 W Randolph St,,,Chicago,IL,60607,41.8842587674927,-87.647677094592,488,3.5,$$
606,Chengdu Impression,2545 N Halsted St,,,Chicago,IL,60614,41.9286079,-87.648514,488,4.0,$$
607,Sugar Factory - American Brasserie,55 E Grand Ave,,,Chicago,IL,60611,41.8913867352473,-87.626222289853,487,3.0,$$
608,Pinstripes,435 E Illinois St,,,Chicago,IL,60611,41.8908475350465,-87.6161211240793,487,4.0,$$
609,Bat 17,1709 Benson Ave,,,Evanston,IL,60201,42.0487146411816,-87.683074744414,487,4.0,$$
610,Papa's Cache Sabroso,2517 W Division St,,,Chicago,IL,60622,41.90268,-87.6902,486,4.0,$
611,La Sirena Clandestina,954 W Fulton Market,,,Chicago,IL,60607,41.887103,-87.651697,486,4.0,$$
612,BRGRBELLY,5739 W Irving Park Rd,,,Chicago,IL,60634,41.9530335,-87.7709816,486,4.5,$$
613,H Mart - Niles,801 Civic Center Dr.,,,Niles,IL,60714,42.0233151,-87.80178,486,4.0,$$
614,State and Lake Chicago Tavern,theWit Hotel,201 N State St,,Chicago,IL,60601,41.885777,-87.627901,485,3.5,$$
615,Anteprima,5316 N Clark St,,,Chicago,IL,60640,41.978573511319,-87.6684763732404,485,4.0,$$$
616,Wood,3335 N Halsted St,,,Chicago,IL,60657,41.942829280388,-87.649184667136,485,4.0,$$
617,SideDoor,100 E Ontario St,,,Chicago,IL,60611,41.893543,-87.625046,484,4.0,$$
618,Found Kitchen & Social House,1631 Chicago Ave,,,Evanston,IL,60201,42.047188,-87.678656,484,3.5,$$
619,The Lucky Platter,514 Main St,,,Evanston,IL,60202,42.033825301993,-87.67835126566,483,3.5,$$
620,Native Foods Cafe,1023 W Belmont Ave,,,Chicago,IL,60657,41.9397892506553,-87.655069123534,480,4.0,$$
621,The Barrelhouse Flat,2624 N Lincoln Ave,,,Chicago,IL,60614,41.92945,-87.65478,480,4.0,$$
622,Gino's East - River North,500 N LaSalle St,,,Chicago,IL,60654,41.8910112,-87.6328052,479,3.5,$$
623,Goddess and Grocer,1649 N Damen Ave,,,Chicago,IL,60647,41.91192,-87.67714,478,3.5,$$
624,Machu Picchu Restaurant,3856 N Ashland Ave,,,Chicago,IL,60613,41.9516650316681,-87.6690340870022,478,4.0,$$
625,Krolls South Loop,1736 S Michigan Ave,,,Chicago,IL,60616,41.858036,-87.62442,477,3.0,$$
626,Remington's,20 N Michigan Ave,,,Chicago,IL,60602,41.88266,-87.62499,477,4.0,$$
627,Sam & George's,3000 N Lincoln Ave,,,Chicago,IL,60657,41.93624,-87.66418,477,4.0,$$
628,Naf Naf Grill,326 N Michigan Ave,,,Chicago,IL,60601,41.887581,-87.624981,475,4.5,$
629,Ahjoomah's Apron,218 W Cermak Rd,,,Chicago,IL,60616,41.8531265258789,-87.6323623657227,475,3.5,$$
630,Wholly Frijoles,3908 W Touhy Ave,,,Lincolnwood,IL,60712,42.0118949,-87.7265857,474,3.5,$$
631,Pita Inn,4710 Dempster St,,,Skokie,IL,60076,42.0408949,-87.7449033,474,4.5,$
632,Burger Antics,3740 Grand Blvd,,,Brookfield,IL,60513,41.82266,-87.84498,472,4.5,$$
633,Lucky Strike,322 E Illinois St,,,Chicago,IL,60611,41.8910981,-87.6190833,472,2.5,$$
634,Jerry's,5419 N Clark St,,,Chicago,IL,60640,41.980476,-87.667969,472,3.0,$$
635,J.P. Graziano Grocery,901 W Randolph St,,,Chicago,IL,60607,41.88405,-87.65001,470,4.5,$
636,Cornerstone Cafe,2753 N Western Ave,,,Chicago,IL,60618,41.9317200792018,-87.6877212524414,470,4.0,$
637,Beacon Tavern,405 N Wabash Ave,,,Chicago,IL,60611,41.88945,-87.62647,470,4.0,$$
638,Bar Takito,201 N Morgan St,,,Chicago,IL,60607,41.8857,-87.6519851,470,4.0,$$
639,Enoteca Roma Ristorante,2146 W Division St,,,Chicago,IL,60622,41.903222,-87.6816573,469,4.0,$$
640,Sushi X,1136 W Chicago Ave,,,Chicago,IL,60642,41.896362,-87.656584,467,4.0,$$
641,Bagel Restaurant & Deli,3107 N Broadway St,,,Chicago,IL,60657,41.937969,-87.643983,467,3.5,$$
642,Happy Camper,1209 N Wells St,,,Chicago,IL,60610,41.9042336,-87.6343073,467,4.0,$$
643,Stella Barra Pizzeria,1954 N Halsted St,,,Chicago,IL,60614,41.917657,-87.648684,466,4.0,$$
644,Labriola,535 N Michigan Ave,,,Chicago,IL,60611,41.8919830322266,-87.6235427856445,466,3.5,$$
645,Band of Bohemia,4710 N Ravenswood Ave,,,Chicago,IL,60640,41.9676094055176,-87.6751098632812,465,4.0,$$$
646,I|O Godfrey,127 W Huron At Lasalle,,,Chicago,IL,60654,41.8946369886093,-87.6319992814758,464,3.5,$$$
647,Señor Pan Cafe,4612 W Fullerton Ave,,,Chicago,IL,60639,41.9244149,-87.7423467,464,4.0,$$
648,Nepal House Indian & Nepalese,1301 S Michigan Ave,,,Chicago,IL,60605,41.8656524,-87.623901,463,4.0,$$
649,Barrio,65 W Kinzie St,,,Chicago,IL,60654,41.8890751,-87.6302265,463,4.0,$$$
650,UB Dogs,185 N Franklin St,,,Chicago,IL,60606,41.885406019773,-87.635216774701,463,4.5,$
651,Fremont,15 W Illinois St,,,Chicago,IL,60654,41.89063,-87.6287,463,4.0,$$
652,Wildberry Pancakes and Cafe,196 E Pearson St,,,Chicago,IL,60611,41.8976571762046,-87.6220511853708,462,4.5,$$
653,Meli Cafe,500 S Dearborn St,,,Chicago,IL,60605,41.875586,-87.629506,462,3.5,$$
654,Gemini,2075 N Lincoln Ave,,,Chicago,IL,60614,41.9200319,-87.640967,462,4.0,$$$
655,The Franklin Room,675 N Franklin St,,,Chicago,IL,60654,41.8944245,-87.6354674,462,4.0,$$
656,Woori Village,8526 W Golf Rd,,,Niles,IL,60714,42.057315,-87.837172,462,2.5,$$
657,Al's Beef,1079 W Taylor St,,,Chicago,IL,60607,41.8692398071289,-87.6540603637695,461,3.5,$
658,Orange,2011 W Roscoe St,,,Chicago,IL,60618,41.9429299,-87.67896,461,3.5,$$
659,Max's Take Out,20 E Adams St,,,Chicago,IL,60603,41.87972,-87.62688,460,4.0,$
660,il Porcellino,59 W Hubbard,,,Chicago,IL,60654,41.88979,-87.6303,460,4.5,$$
661,Gino's East - South Loop,521 S Dearborn St,,,Chicago,IL,60605,41.87522,-87.62895,460,3.5,$$
662,Vincent Restaurant,1475 W Balmoral Ave,,,Chicago,IL,60640,41.9798175448213,-87.6675344363907,460,4.0,$$$
663,The Halal Guys,49 W Division St,,,Chicago,IL,60610,41.9037925,-87.6304625,459,3.5,$
664,Reno,2607 N Milwaukee Ave,,,Chicago,IL,60647,41.929155,-87.707174,459,4.0,$$
665,Laschet's Inn,2119 W Irving Park Rd,,,Chicago,IL,60618,41.95381,-87.68198,459,4.5,$$
666,Swirlz Cupcakes,705 W Belden Ave,,,Chicago,IL,60614,41.9235077,-87.6466326,457,4.0,$$
667,Marmalade,1969 W Montrose St,,,Chicago,IL,60625,41.9613517672074,-87.6787366428512,457,3.5,$$
668,Francesca's on Taylor,1400 W Taylor St,,,Chicago,IL,60607,41.869426,-87.6617842,456,4.0,$$
669,J B Alberto's Pizza,1326 W Morse Ave,,,Chicago,IL,60626,42.00826,-87.66484,456,3.5,$
670,Giordano's - Navy Pier,700 E Grand Ave,,,Chicago,IL,60611,41.891823,-87.60966,456,3.5,$$
671,Mrs. Murphy & Sons Irish Bistro,3905 N Lincoln Ave,,,Chicago,IL,60613,41.9526899,-87.67732,456,4.0,$$
672,Giordano's,1040 W Belmont Ave,,,Chicago,IL,60657,41.94014,-87.6557,456,3.5,$$
673,Tortoise Supper Club,350 N State St,,,Chicago,IL,60654,41.8887554967998,-87.6282440151018,453,4.0,$$$
674,The Boiler Shrimp & Crawfish,3445 Dempster St,,,Skokie,IL,60076,42.040548732004,-87.7151066778672,453,4.0,$$
675,D'Agostino's Pizza & Pub,1351 W Addison St,,,Chicago,IL,60613,41.946979,-87.663756,452,3.0,$$
676,Floriole Cafe & Bakery,1220 W Webster Ave,,,Chicago,IL,60614,41.921956,-87.659199,451,4.0,$$
677,Monk's Pub,205 W Lake St,,,Chicago,IL,60606,41.885467,-87.634284,451,3.5,$$
678,Ora,5143 N Clark St,,,Chicago,IL,60640,41.975647,-87.668127,451,4.5,$$
679,Brownstone Tavern & Grill,3937 N Lincoln Ave,,,Chicago,IL,60613,41.9533996582031,-87.6778411865234,451,3.5,$$
680,Plymouth Rooftop Bar & Grill,327 S Plymouth Ct,,,Chicago,IL,60604,41.877483,-87.6284529,451,3.0,$$
681,Duffy's Tavern and Grille,420 W Diversey Pkwy,,,Chicago,IL,60614,41.9331855773926,-87.640380859375,450,3.0,$$
682,Taqueria Moran,2226 N California Ave,,,Chicago,IL,60647,41.9225235,-87.6975327,449,4.0,$
683,Bub City,5441 Park Pl,,,Rosemont,IL,60018,41.9783738,-87.8673951,449,3.5,$$
684,Serai,2169 N Milwaukee Ave,,,Chicago,IL,60647,41.9206132,-87.6933394,449,4.5,$$
685,Zia's Lago Vista,3819 N Ashland Ave,,,Chicago,IL,60613,41.9513,-87.66847,449,4.0,$$
686,Staropolska Restaurant,3030 N Milwaukee Ave,,,Chicago,IL,60618,41.936365,-87.719246,449,4.5,$$
687,La Ciudad,4515 N Sheridan Rd,,,Chicago,IL,60640,41.9640599191189,-87.6546938717365,449,4.0,$$
688,Brazilian Bowl,3204 N Broadway St,,,Chicago,IL,60657,41.940256,-87.644653,448,4.0,$
689,Headquarters Beercade River North,213 W Institute Pl,,,Chicago,IL,60610,41.89718,-87.6352,447,4.0,$$
690,Fahlstrom's Fresh Fish Market,1258 W Belmont Ave,,,Chicago,IL,60657,41.94009,-87.66114,447,4.0,$$
691,Steak 48,615 N Wabash Ave,,,Chicago,IL,60611,41.893,-87.62637,446,4.5,$$$$
692,Elly's Pancake House,5050 N Cumberland Ave,,,Norridge,IL,60706,41.972023,-87.837364,446,4.0,$$
693,Kaufman's,4905 Dempster St,,,Skokie,IL,60077,42.0404803187774,-87.7497350723094,446,4.0,$$
694,Psistaria Greek Taverna,4711 W Touhy Ave,,,Lincolnwood,IL,60712,42.01151,-87.74571,446,4.0,$$
695,Sakura Teppanyaki & Sushi,730 W Diversey Pkwy,,,Chicago,IL,60614,41.9327257564786,-87.6478314399719,445,3.5,$$
696,Flaco's Tacos,46 E Chicago Ave,,,Chicago,IL,60611,41.8968449,-87.626505,445,3.5,$
697,Dak,1104 W Granville Ave,,,Chicago,IL,60660,41.9946798,-87.6586452,444,4.0,$$
698,Volo Restaurant Wine Bar,2008 W Roscoe St,,,Chicago,IL,60618,41.9433228,-87.6788849,442,3.5,$$
699,Acadia,1639 S Wabash Ave,,,Chicago,IL,60616,41.859047,-87.625243,442,4.0,$$$$
700,Pancho Pistolas,700 W 31st St,,,Chicago,IL,60616,41.8382999,-87.64402,442,3.5,$$
701,BITES,3313 N Clark St,,,Chicago,IL,60657,41.94221,-87.65209,441,4.0,$$
702,The Piggery,1625 W Irving Park Rd,,,Chicago,IL,60613,41.953971,-87.669979,440,3.5,$$
703,Habana Libre Restaurant,1440 W Chicago Ave,,,Chicago,IL,60642,41.8962642,-87.6640126,440,4.0,$$
704,Sen Sushi Bar,814 S Oak Park Ave,,,Oak Park,IL,60304,41.87361,-87.7937,440,4.5,$$
705,Pars Cove Restaurant,435 W Diversey Pkwy,,,Chicago,IL,60614,41.932758,-87.640861,440,4.0,$$
706,Saigon Sisters,567 W Lake St,,,Chicago,IL,60661,41.885619554755,-87.642292864209,439,3.5,$$
707,Agami,4712 N Broadway St,,,Chicago,IL,60640,41.9674681,-87.6588103,439,4.0,$$
708,Bella Bacinos,66 E Wacker Pl,,,Chicago,IL,60601,41.8876262742895,-87.6253395404755,438,3.5,$$
709,Nookies Too,2114 N Halsted St,,,Chicago,IL,60614,41.9205353,-87.6487681,437,4.0,$$
710,Chilango Mexican Street Food,1437 W Taylor St,,,Chicago,IL,60607,41.869141,-87.663129,437,4.5,$
711,First Draft,649 S Clark St,,,Chicago,IL,60605,41.873437,-87.630308,436,4.0,$$
712,Sushi Taku,1904 W Division St,,,Chicago,IL,60622,41.90351,-87.67512,436,4.5,$$
713,Cafecito,215 E Chestnut St,,,Chicago,IL,60611,41.89804,-87.62127,436,4.5,$
